country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Belgium,BEL,1/18/2021,129808,129699,109,9946,13919,1.12,1.12,0,1201,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/19/2021,148148,147858,290,18340,14328,1.28,1.28,0,1236,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/20/2021,168092,167380,712,19944,14280,1.45,1.44,0.01,1232,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/21/2021,196421,195709,712,28329,15288,1.69,1.69,0.01,1319,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/22/2021,224393,223650,743,27972,16090,1.94,1.93,0.01,1388,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/23/2021,231936,231186,750,7543,16458,2,1.99,0.01,1420,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/24/2021,233780,233030,750,1844,16274,2.02,2.01,0.01,1404,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/25/2021,244076,243326,750,10296,16324,2.11,2.1,0.01,1409,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/26/2021,254519,252449,2070,10443,15196,2.2,2.18,0.02,1311,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/27/2021,267429,262485,4944,12910,14191,2.31,2.26,0.04,1224,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/28/2021,285009,274180,10829,17580,12655,2.46,2.37,0.09,1092,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/29/2021,300329,283105,17224,15320,10848,2.59,2.44,0.15,936,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/30/2021,303462,284268,19194,3133,10218,2.62,2.45,0.17,882,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,1/31/2021,304141,284654,19487,679,10052,2.62,2.46,0.17,867,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Belgium,BEL,2/1/2021,306924,285765,21159,2783,8978,2.65,2.47,0.18,775,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Bermuda,BMU,1/10/2021,0,,,,,0,,,,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/11/2021,,,,,278,,,,4464,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/12/2021,,,,,278,,,,4464,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/13/2021,,,,,278,,,,4464,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/14/2021,,,,,278,,,,4464,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/15/2021,,,,,278,,,,4464,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/16/2021,1665,,,,278,2.67,,,4464,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/17/2021,,,,,264,,,,4239,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/18/2021,,,,,250,,,,4015,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/19/2021,,,,,236,,,,3790,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/20/2021,,,,,222,,,,3565,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/21/2021,,,,,209,,,,3356,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/22/2021,,,,,195,,,,3131,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Bermuda,BMU,1/23/2021,2932,,,,181,4.71,,,2907,Pfizer/BioNTech,Ministry of Health,https://www.gov.bm/articles/covid-19-update-minister-health-remarks-26-january-2021
Brazil,BRA,1/16/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/17/2021,112,112,,112,112,0,0,,1,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/18/2021,1109,1109,,997,554,0,0,,3,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/19/2021,11470,11470,,10361,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/20/2021,28543,28543,,17073,7136,0.01,0.01,,34,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/21/2021,136519,136519,,107976,27304,0.06,0.06,,128,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/22/2021,245877,245877,,109358,40980,0.12,0.12,,193,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/23/2021,537774,537774,,291897,76825,0.25,0.25,,361,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/24/2021,604722,604722,,66948,86373,0.28,0.28,,406,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/25/2021,700608,700608,,95886,99928,0.33,0.33,,470,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/26/2021,848883,848883,,148275,119630,0.4,0.4,,563,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/27/2021,1129885,1129885,,281002,157335,0.53,0.53,,740,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/28/2021,1450900,1450900,,321015,187769,0.68,0.68,,883,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/29/2021,1668032,1656851,,217132,203165,0.78,0.78,,956,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/30/2021,2003211,1923813,,335179,209348,0.94,0.91,,985,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,1/31/2021,2074059,2046523,,70848,209905,0.98,0.96,,988,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2/1/2021,2124307,2107624,,50248,203386,1,0.99,,957,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2/2/2021,2292551,2292551,,168244,206238,1.08,1.08,,970,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Bulgaria,BGR,12/29/2020,1719,1719,,,,0.02,0.02,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,12/30/2020,4608,4608,,2889,2889,0.07,0.07,,416,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,12/31/2020,,,,,1477,,,,213,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/1/2021,4739,4739,,,1007,0.07,0.07,,145,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/2/2021,,,,,799,,,,115,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/3/2021,,,,,675,,,,97,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/4/2021,,,,,592,,,,85,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/5/2021,5448,5448,,,533,0.08,0.08,,77,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/6/2021,7913,7913,,2465,472,0.11,0.11,,68,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/7/2021,11117,11117,,3204,920,0.16,0.16,,132,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/8/2021,13355,13355,,2238,1231,0.19,0.19,,177,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/9/2021,13473,13473,,118,1222,0.19,0.19,,176,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/10/2021,,,,,1246,,,,179,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/11/2021,14161,14161,,,1270,0.2,0.2,,183,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/12/2021,15780,15780,,1619,1476,0.23,0.23,,212,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/13/2021,17038,17038,,1258,1304,0.25,0.25,,188,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/14/2021,17686,17686,,648,938,0.25,0.25,,135,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/15/2021,18126,18126,,440,682,0.26,0.26,,98,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/16/2021,18332,18332,,206,694,0.26,0.26,,100,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/17/2021,18453,18453,,121,662,0.27,0.27,,95,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/18/2021,19638,18524,1114,1185,782,0.28,0.27,0.02,113,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/19/2021,22226,19058,3168,2588,921,0.32,0.27,0.05,133,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/20/2021,24127,19834,4293,1901,1013,0.35,0.29,0.06,146,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/21/2021,25251,20719,4532,1124,1081,0.36,0.3,0.07,156,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/22/2021,26101,21496,4605,850,1139,0.38,0.31,0.07,164,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/23/2021,26119,21509,4610,18,1112,0.38,0.31,0.07,160,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/24/2021,26143,21533,4610,24,1099,0.38,0.31,0.07,158,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/25/2021,26798,22129,4669,655,1023,0.39,0.32,0.07,147,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/26/2021,29122,23667,5455,2324,985,0.42,0.34,0.08,142,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/27/2021,32917,25245,7672,3795,1256,0.47,0.36,0.11,181,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/28/2021,37636,26753,10883,4719,1769,0.54,0.39,0.16,255,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/29/2021,40805,27856,12949,3169,2101,0.59,0.4,0.19,302,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/30/2021,41020,27957,13063,215,2129,0.59,0.4,0.19,306,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/31/2021,41125,28041,13084,105,2140,0.59,0.4,0.19,308,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,2/1/2021,42634,28978,13656,1509,2262,0.61,0.42,0.2,326,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,2/2/2021,45917,30817,15100,3283,2399,0.66,0.44,0.22,345,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,12/19/2020,,8734,,,,,0.02,,,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,12/26/2020,,33734,,,,,0.09,,,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/2/2021,,77521,,,,,0.21,,,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/9/2021,,213147,3613,,,,0.56,0.01,,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/12/2021,267078,,,,,0.71,,,,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/13/2021,288488,,,21410,4282,0.76,,,113,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/14/2021,310788,,,22300,7285,0.82,,,193,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/15/2021,342227,,,31439,10736,0.91,,,284,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/16/2021,,375634,15911,,14575,,1,0.04,386,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/17/2021,,,,,18415,,,,488,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/18/2021,422864,,,,22255,1.12,,,590,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/19/2021,459780,,,36916,27529,1.22,,,729,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/20/2021,485739,,,25959,28179,1.29,,,747,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/21/2021,706464,,,220725,56525,1.87,,,1498,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/22/2021,752377,,,45913,58593,1.99,,,1552,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/23/2021,,532427,27776,,57133,,1.41,0.07,1514,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/24/2021,,,,,55673,,,,1475,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/25/2021,802354,,,,54213,2.13,,,1436,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/26/2021,827042,,,24688,52466,2.19,,,1390,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/27/2021,890536,,,63494,57828,2.36,,,1532,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/28/2021,910676,,,20140,29173,2.41,,,773,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/29/2021,937338,,,26662,26423,2.48,,,700,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/30/2021,,,,,25822,,,,684,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,1/31/2021,,,,,25221,,,,668,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,2/1/2021,974690,,,,24619,2.58,,,652,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Canada,CAN,2/2/2021,985975,,,11285,22705,2.61,,,602,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Chile,CHL,12/24/2020,420,420,,,,0,0,,,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/25/2020,5191,5191,,4771,4771,0.03,0.03,,250,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/26/2020,8335,8335,,3144,3958,0.04,0.04,,207,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/27/2020,8646,8646,,311,2742,0.05,0.05,,143,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/28/2020,,,,,2069,,,,108,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/29/2020,,,,,1665,,,,87,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/30/2020,,,,,1396,,,,73,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/31/2020,,,,,1204,,,,63,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,1/1/2021,,,,,530,,,,28,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,1/2/2021,,,,,88,,,,5,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,1/3/2021,,,,,51,,,,3,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,1/4/2021,9051,9051,,,51,0.05,0.05,,3,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
